,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,#_g6,name_g6,total_g6,hp_g6,attack_g6,defense_g6,speed_g6,generation_g6,legendary_g6,sp_attack_g6,sp_defense_g6,type1_g6,type2_g6
183,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,50.0,2560.0,70.0,420.0,75,Aquarabbit Pokémon,80.0,800000.0,0.8,100.0,Marilliマリルリ,Azumarill,50.0,184.0,60.0,80.0,50.0,water,fairy,28.5,2.0,0.0,184.0,Azumarill,420.0,100.0,50.0,80.0,50.0,2.0,0.0,60.0,80.0,Water,Fairy
184,"['Sturdy', 'Rock Head', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100.0,5120.0,70.0,410.0,65,Imitation Pokémon,115.0,1000000.0,1.2,70.0,Usokkieウソッキー,Sudowoodo,50.0,185.0,30.0,65.0,30.0,rock,,38.0,2.0,0.0,185.0,Sudowoodo,410.0,70.0,100.0,115.0,30.0,2.0,0.0,30.0,65.0,Rock,
185,"['Water Absorb', 'Damp', 'Drizzle']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75.0,5120.0,70.0,500.0,45,Frog Pokémon,75.0,1059860.0,1.1,90.0,Nyorotonoニョロトノ,Politoed,50.0,186.0,90.0,100.0,70.0,water,,33.9,2.0,0.0,186.0,Politoed,500.0,90.0,75.0,75.0,70.0,2.0,0.0,90.0,100.0,Water,
186,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,35.0,5120.0,70.0,250.0,255,Cottonweed Pokémon,40.0,1059860.0,0.4,35.0,Haneccoハネッコ,Hoppip,50.0,187.0,35.0,55.0,50.0,grass,flying,0.5,2.0,0.0,187.0,Hoppip,250.0,35.0,35.0,40.0,50.0,2.0,0.0,35.0,55.0,Grass,Flying
187,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,45.0,5120.0,70.0,340.0,120,Cottonweed Pokémon,50.0,1059860.0,0.6,55.0,Popoccoポポッコ,Skiploom,50.0,188.0,45.0,65.0,80.0,grass,flying,1.0,2.0,0.0,188.0,Skiploom,340.0,55.0,45.0,50.0,80.0,2.0,0.0,45.0,65.0,Grass,Flying
188,"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,55.0,5120.0,70.0,460.0,45,Cottonweed Pokémon,70.0,1059860.0,0.8,75.0,Wataccoワタッコ,Jumpluff,50.0,189.0,55.0,95.0,110.0,grass,flying,3.0,2.0,0.0,189.0,Jumpluff,460.0,75.0,55.0,70.0,110.0,2.0,0.0,55.0,95.0,Grass,Flying
189,"['Run Away', 'Pickup', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,5120.0,70.0,360.0,45,Long Tail Pokémon,55.0,800000.0,0.8,55.0,Eipamエイパム,Aipom,50.0,190.0,40.0,55.0,85.0,normal,,11.5,2.0,0.0,190.0,Aipom,360.0,55.0,70.0,55.0,85.0,2.0,0.0,40.0,55.0,Normal,
190,"['Chlorophyll', 'Solar Power', 'Early Bird']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,30.0,5120.0,70.0,180.0,235,Seed Pokémon,30.0,1059860.0,0.3,30.0,Himanutsヒマナッツ,Sunkern,50.0,191.0,30.0,30.0,30.0,grass,,1.8,2.0,0.0,191.0,Sunkern,180.0,30.0,30.0,30.0,30.0,2.0,0.0,30.0,30.0,Grass,
191,"['Chlorophyll', 'Solar Power', 'Early Bird']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75.0,5120.0,70.0,425.0,120,Sun Pokémon,55.0,1059860.0,0.8,75.0,Kimawariキマワリ,Sunflora,50.0,192.0,105.0,85.0,30.0,grass,,8.5,2.0,0.0,192.0,Sunflora,425.0,75.0,75.0,55.0,30.0,2.0,0.0,105.0,85.0,Grass,
192,"['Speed Boost', 'Compoundeyes', 'Frisk']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,65.0,5120.0,70.0,390.0,75,Clear Wing Pokémon,45.0,1000000.0,1.2,65.0,Yanyanmaヤンヤンマ,Yanma,50.0,193.0,75.0,45.0,95.0,bug,flying,38.0,2.0,0.0,193.0,Yanma,390.0,65.0,65.0,45.0,95.0,2.0,0.0,75.0,45.0,Bug,Flying
193,"['Damp', 'Water Absorb', 'Unaware']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,45.0,5120.0,70.0,210.0,255,Water Fish Pokémon,45.0,1000000.0,0.4,55.0,Upahウパー,Wooper,50.0,194.0,25.0,25.0,15.0,water,ground,8.5,2.0,0.0,194.0,Wooper,210.0,55.0,45.0,45.0,15.0,2.0,0.0,25.0,25.0,Water,Ground
194,"['Damp', 'Water Absorb', 'Unaware']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85.0,5120.0,70.0,430.0,90,Water Fish Pokémon,85.0,1000000.0,1.4,95.0,Nuohヌオー,Quagsire,50.0,195.0,65.0,65.0,35.0,water,ground,75.0,2.0,0.0,195.0,Quagsire,430.0,95.0,85.0,85.0,35.0,2.0,0.0,65.0,65.0,Water,Ground
195,"['Synchronize', 'Magic Bounce']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,65.0,8960.0,70.0,525.0,45,Sun Pokémon,60.0,1000000.0,0.9,65.0,Eifieエーフィ,Espeon,88.1,196.0,130.0,95.0,110.0,psychic,,26.5,2.0,0.0,196.0,Espeon,525.0,65.0,65.0,60.0,110.0,2.0,0.0,130.0,95.0,Psychic,
196,"['Synchronize', 'Inner Focus']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,65.0,8960.0,35.0,525.0,45,Moonlight Pokémon,110.0,1000000.0,1.0,95.0,Blackyブラッキー,Umbreon,88.1,197.0,60.0,130.0,65.0,dark,,27.0,2.0,0.0,197.0,Umbreon,525.0,95.0,65.0,110.0,65.0,2.0,0.0,60.0,130.0,Dark,
197,"['Insomnia', 'Super Luck', 'Prankster']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,85.0,5120.0,35.0,405.0,30,Darkness Pokémon,42.0,1059860.0,0.5,60.0,Yamikarasuヤミカラス,Murkrow,50.0,198.0,85.0,42.0,91.0,dark,flying,2.1,2.0,0.0,198.0,Murkrow,405.0,60.0,85.0,42.0,91.0,2.0,0.0,85.0,42.0,Dark,Flying
198,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75.0,5120.0,70.0,490.0,70,Royal Pokémon,80.0,1000000.0,2.0,95.0,Yadokingヤドキング,Slowking,50.0,199.0,100.0,110.0,30.0,water,psychic,79.5,2.0,0.0,199.0,Slowking,490.0,95.0,75.0,80.0,30.0,2.0,0.0,100.0,110.0,Water,Psychic
199,['Levitate'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60.0,6400.0,35.0,435.0,45,Screech Pokémon,60.0,800000.0,0.7,60.0,Mumaムウマ,Misdreavus,50.0,200.0,85.0,85.0,85.0,ghost,,1.0,2.0,0.0,200.0,Misdreavus,435.0,60.0,60.0,60.0,85.0,2.0,0.0,85.0,85.0,Ghost,
200,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,72.0,10240.0,70.0,336.0,225,Symbol Pokémon,48.0,1000000.0,0.5,48.0,Unknownアンノーン,Unown,,201.0,72.0,48.0,48.0,psychic,,5.0,2.0,0.0,201.0,Unown,336.0,48.0,72.0,48.0,48.0,2.0,0.0,72.0,48.0,Psychic,
201,"['Shadow Tag', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,33.0,5120.0,70.0,405.0,45,Patient Pokémon,58.0,1000000.0,1.3,190.0,Sonansソーナンス,Wobbuffet,50.0,202.0,33.0,58.0,33.0,psychic,,28.5,2.0,0.0,202.0,Wobbuffet,405.0,190.0,33.0,58.0,33.0,2.0,0.0,33.0,58.0,Psychic,
202,"['Inner Focus', 'Early Bird', 'Sap Sipper']",2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,80.0,5120.0,70.0,455.0,60,Long Neck Pokémon,65.0,1000000.0,1.5,70.0,Kirinrikiキリンリキ,Girafarig,50.0,203.0,90.0,65.0,85.0,normal,psychic,41.5,2.0,0.0,203.0,Girafarig,455.0,70.0,80.0,65.0,85.0,2.0,0.0,90.0,65.0,Normal,Psychic
203,"['Sturdy', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,65.0,5120.0,70.0,290.0,190,Bagworm Pokémon,90.0,1000000.0,0.6,50.0,Kunugidamaクヌギダマ,Pineco,50.0,204.0,35.0,35.0,15.0,bug,,7.2,2.0,0.0,204.0,Pineco,290.0,50.0,65.0,90.0,15.0,2.0,0.0,35.0,35.0,Bug,
204,"['Sturdy', 'Overcoat']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,90.0,5120.0,70.0,465.0,75,Bagworm Pokémon,140.0,1000000.0,1.2,75.0,Foretosフォレトス,Forretress,50.0,205.0,60.0,60.0,40.0,bug,steel,125.8,2.0,0.0,205.0,Forretress,465.0,75.0,90.0,140.0,40.0,2.0,0.0,60.0,60.0,Bug,Steel
205,"['Serene Grace', 'Run Away', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,5120.0,70.0,415.0,190,Land Snake Pokémon,70.0,1000000.0,1.5,100.0,Nokocchiノコッチ,Dunsparce,50.0,206.0,65.0,65.0,45.0,normal,,14.0,2.0,0.0,206.0,Dunsparce,415.0,100.0,70.0,70.0,45.0,2.0,0.0,65.0,65.0,Normal,
206,"['Hyper Cutter', 'Sand Veil', 'Immunity']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,75.0,5120.0,70.0,430.0,60,Flyscorpion Pokémon,105.0,1059860.0,1.1,65.0,Gligerグライガー,Gligar,50.0,207.0,35.0,65.0,85.0,ground,flying,64.8,2.0,0.0,207.0,Gligar,430.0,65.0,75.0,105.0,85.0,2.0,0.0,35.0,65.0,Ground,Flying
207,"['Rock Head', 'Sturdy', 'Sheer Force']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,125.0,6400.0,70.0,610.0,25,Iron Snake Pokémon,230.0,1000000.0,9.2,75.0,Haganeilハガネール,Steelix,50.0,208.0,55.0,95.0,30.0,steel,ground,400.0,2.0,0.0,208.0,Steelix,510.0,75.0,85.0,200.0,30.0,2.0,0.0,55.0,65.0,Steel,Ground
208,"['Intimidate', 'Run Away', 'Rattled']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80.0,5120.0,70.0,300.0,190,Fairy Pokémon,50.0,800000.0,0.6,60.0,Buluブルー,Snubbull,24.6,209.0,40.0,40.0,30.0,fairy,,7.8,2.0,0.0,209.0,Snubbull,300.0,60.0,80.0,50.0,30.0,2.0,0.0,40.0,40.0,Fairy,
209,"['Intimidate', 'Quick Feet', 'Rattled']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,120.0,5120.0,70.0,450.0,75,Fairy Pokémon,75.0,800000.0,1.4,90.0,Granbuluグランブル,Granbull,24.6,210.0,60.0,60.0,45.0,fairy,,48.7,2.0,0.0,210.0,Granbull,450.0,90.0,120.0,75.0,45.0,2.0,0.0,60.0,60.0,Fairy,
210,"['Poison Point', 'Swift Swim', 'Intimidate']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,95.0,5120.0,70.0,440.0,45,Balloon Pokémon,85.0,1000000.0,0.5,65.0,Harysenハリーセン,Qwilfish,50.0,211.0,55.0,55.0,85.0,water,poison,3.9,2.0,0.0,211.0,Qwilfish,430.0,65.0,95.0,75.0,85.0,2.0,0.0,55.0,55.0,Water,Poison
211,"['Swarm', 'Technician', 'Light Metal']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,150.0,6400.0,70.0,600.0,25,Pincer Pokémon,140.0,1000000.0,1.8,70.0,Hassamハッサム,Scizor,50.0,212.0,65.0,100.0,75.0,bug,steel,118.0,2.0,0.0,212.0,Scizor,500.0,70.0,130.0,100.0,65.0,2.0,0.0,55.0,80.0,Bug,Steel
212,"['Sturdy', 'Gluttony', 'Contrary']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,10.0,5120.0,70.0,505.0,190,Mold Pokémon,230.0,1059860.0,0.6,20.0,Tsubotsuboツボツボ,Shuckle,50.0,213.0,10.0,230.0,5.0,bug,rock,20.5,2.0,0.0,213.0,Shuckle,505.0,20.0,10.0,230.0,5.0,2.0,0.0,10.0,230.0,Bug,Rock
213,"['Swarm', 'Guts', 'Moxie']",0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,185.0,6400.0,70.0,600.0,45,Singlehorn Pokémon,115.0,1250000.0,1.5,80.0,Heracrosヘラクロス,Heracross,50.0,214.0,40.0,105.0,75.0,bug,fighting,54.0,2.0,0.0,214.0,Heracross,500.0,80.0,125.0,75.0,85.0,2.0,0.0,40.0,95.0,Bug,Fighting
214,"['Inner Focus', 'Keen Eye', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,95.0,5120.0,35.0,430.0,60,Sharp Claw Pokémon,55.0,1059860.0,0.9,55.0,Nyulaニューラ,Sneasel,50.0,215.0,35.0,75.0,115.0,dark,ice,28.0,2.0,0.0,215.0,Sneasel,430.0,55.0,95.0,55.0,115.0,2.0,0.0,35.0,75.0,Dark,Ice
215,"['Pickup', 'Quick Feet', 'Honey Gather']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,5120.0,70.0,330.0,120,Little Bear Pokémon,50.0,1000000.0,0.6,60.0,Himegumaヒメグマ,Teddiursa,50.0,216.0,50.0,50.0,40.0,normal,,8.8,2.0,0.0,216.0,Teddiursa,330.0,60.0,80.0,50.0,40.0,2.0,0.0,50.0,50.0,Normal,
216,"['Guts', 'Quick Feet', 'Unnerve']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130.0,5120.0,70.0,500.0,60,Hibernator Pokémon,75.0,1000000.0,1.8,90.0,Ringumaリングマ,Ursaring,50.0,217.0,75.0,75.0,55.0,normal,,125.8,2.0,0.0,217.0,Ursaring,500.0,90.0,130.0,75.0,55.0,2.0,0.0,75.0,75.0,Normal,
217,"['Magma Armor', 'Flame Body', 'Weak Armor']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,40.0,5120.0,70.0,250.0,190,Lava Pokémon,40.0,1000000.0,0.7,40.0,Magmagマグマッグ,Slugma,50.0,218.0,70.0,40.0,20.0,fire,,35.0,2.0,0.0,218.0,Slugma,250.0,40.0,40.0,40.0,20.0,2.0,0.0,70.0,40.0,Fire,
218,"['Magma Armor', 'Flame Body', 'Weak Armor']",0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,50.0,5120.0,70.0,430.0,75,Lava Pokémon,120.0,1000000.0,0.8,60.0,Magcargotマグカルゴ,Magcargo,50.0,219.0,90.0,80.0,30.0,fire,rock,55.0,2.0,0.0,219.0,Magcargo,410.0,50.0,50.0,120.0,30.0,2.0,0.0,80.0,80.0,Fire,Rock
219,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,50.0,5120.0,70.0,250.0,225,Pig Pokémon,40.0,1250000.0,0.4,50.0,Urimooウリムー,Swinub,50.0,220.0,30.0,30.0,50.0,ice,ground,6.5,2.0,0.0,220.0,Swinub,250.0,50.0,50.0,40.0,50.0,2.0,0.0,30.0,30.0,Ice,Ground
220,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,100.0,5120.0,70.0,450.0,75,Swine Pokémon,80.0,1250000.0,1.1,100.0,Inomooイノムー,Piloswine,50.0,221.0,60.0,60.0,50.0,ice,ground,55.8,2.0,0.0,221.0,Piloswine,450.0,100.0,100.0,80.0,50.0,2.0,0.0,60.0,60.0,Ice,Ground
221,"['Hustle', 'Natural Cure', 'Regenerator']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,55.0,5120.0,70.0,410.0,60,Coral Pokémon,95.0,800000.0,0.6,65.0,Sunnygoサニーゴ,Corsola,24.6,222.0,65.0,95.0,35.0,water,rock,5.0,2.0,0.0,222.0,Corsola,380.0,55.0,55.0,85.0,35.0,2.0,0.0,65.0,85.0,Water,Rock
222,"['Hustle', 'Sniper', 'Moody']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65.0,5120.0,70.0,300.0,190,Jet Pokémon,35.0,1000000.0,0.6,35.0,Teppouoテッポウオ,Remoraid,50.0,223.0,65.0,35.0,65.0,water,,12.0,2.0,0.0,223.0,Remoraid,300.0,35.0,65.0,35.0,65.0,2.0,0.0,65.0,35.0,Water,
223,"['Suction Cups', 'Sniper', 'Moody']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105.0,5120.0,70.0,480.0,75,Jet Pokémon,75.0,1000000.0,0.9,75.0,Okutankオクタン,Octillery,50.0,224.0,105.0,75.0,45.0,water,,28.5,2.0,0.0,224.0,Octillery,480.0,75.0,105.0,75.0,45.0,2.0,0.0,105.0,75.0,Water,
224,"['Vital Spirit', 'Hustle', 'Insomnia']",0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,55.0,5120.0,70.0,330.0,45,Delivery Pokémon,45.0,800000.0,0.9,45.0,Delibirdデリバード,Delibird,50.0,225.0,65.0,45.0,75.0,ice,flying,16.0,2.0,0.0,225.0,Delibird,330.0,45.0,55.0,45.0,75.0,2.0,0.0,65.0,45.0,Ice,Flying
225,"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,40.0,6400.0,70.0,485.0,25,Kite Pokémon,70.0,1250000.0,2.1,85.0,Mantainマンタイン,Mantine,50.0,226.0,80.0,140.0,70.0,water,flying,220.0,2.0,0.0,226.0,Mantine,465.0,65.0,40.0,70.0,70.0,2.0,0.0,80.0,140.0,Water,Flying
226,"['Keen Eye', 'Sturdy', 'Weak Armor']",0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,80.0,6400.0,70.0,465.0,25,Armor Bird Pokémon,140.0,1250000.0,1.7,65.0,Airmdエアームド,Skarmory,50.0,227.0,40.0,70.0,70.0,steel,flying,50.5,2.0,0.0,227.0,Skarmory,465.0,65.0,80.0,140.0,70.0,2.0,0.0,40.0,70.0,Steel,Flying
227,"['Early Bird', 'Flash Fire', 'Unnerve']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,60.0,5120.0,35.0,330.0,120,Dark Pokémon,30.0,1250000.0,0.6,45.0,Delvilデルビル,Houndour,50.0,228.0,80.0,50.0,65.0,dark,fire,10.8,2.0,0.0,228.0,Houndour,330.0,45.0,60.0,30.0,65.0,2.0,0.0,80.0,50.0,Dark,Fire
228,"['Early Bird', 'Flash Fire', 'Unnerve']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,90.0,5120.0,35.0,600.0,45,Dark Pokémon,90.0,1250000.0,1.4,75.0,Hellgarヘルガー,Houndoom,50.0,229.0,140.0,90.0,115.0,dark,fire,35.0,2.0,0.0,229.0,Houndoom,500.0,75.0,90.0,50.0,95.0,2.0,0.0,110.0,80.0,Dark,Fire
229,"['Swift Swim', 'Sniper', 'Damp']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,95.0,5120.0,70.0,540.0,45,Dragon Pokémon,95.0,1000000.0,1.8,75.0,Kingdraキングドラ,Kingdra,50.0,230.0,95.0,95.0,85.0,water,dragon,152.0,2.0,0.0,230.0,Kingdra,540.0,75.0,95.0,95.0,85.0,2.0,0.0,95.0,95.0,Water,Dragon
230,"['Pickup', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,60.0,5120.0,70.0,330.0,120,Long Nose Pokémon,60.0,1000000.0,0.5,90.0,Gomazouゴマゾウ,Phanpy,50.0,231.0,40.0,40.0,40.0,ground,,33.5,2.0,0.0,231.0,Phanpy,330.0,90.0,60.0,60.0,40.0,2.0,0.0,40.0,40.0,Ground,
231,"['Sturdy', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,120.0,5120.0,70.0,500.0,60,Armor Pokémon,120.0,1000000.0,1.1,90.0,Donfanドンファン,Donphan,50.0,232.0,60.0,60.0,50.0,ground,,120.0,2.0,0.0,232.0,Donphan,500.0,90.0,120.0,120.0,50.0,2.0,0.0,60.0,60.0,Ground,
232,"['Trace', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,5120.0,70.0,515.0,45,Virtual Pokémon,90.0,1000000.0,0.6,85.0,Porygon2ポリゴン２,Porygon2,,233.0,105.0,95.0,60.0,normal,,32.5,2.0,0.0,233.0,Porygon2,515.0,85.0,80.0,90.0,60.0,2.0,0.0,105.0,95.0,Normal,
233,"['Intimidate', 'Frisk', 'Sap Sipper']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95.0,5120.0,70.0,465.0,45,Big Horn Pokémon,62.0,1250000.0,1.4,73.0,Odoshishiオドシシ,Stantler,50.0,234.0,85.0,65.0,85.0,normal,,71.2,2.0,0.0,234.0,Stantler,465.0,73.0,95.0,62.0,85.0,2.0,0.0,85.0,65.0,Normal,
234,"['Own Tempo', 'Technician', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,5120.0,70.0,250.0,45,Painter Pokémon,35.0,800000.0,1.2,55.0,Dobleドーブル,Smeargle,50.0,235.0,20.0,45.0,75.0,normal,,58.0,2.0,0.0,235.0,Smeargle,250.0,55.0,20.0,35.0,75.0,2.0,0.0,20.0,45.0,Normal,
235,"['Guts', 'Steadfast', 'Vital Spirit']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,35.0,6400.0,70.0,210.0,75,Scuffle Pokémon,35.0,1000000.0,0.7,35.0,Balkieバルキー,Tyrogue,100.0,236.0,35.0,35.0,35.0,fighting,,21.0,2.0,0.0,236.0,Tyrogue,210.0,35.0,35.0,35.0,35.0,2.0,0.0,35.0,35.0,Fighting,
236,"['Intimidate', 'Technician', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,95.0,6400.0,70.0,455.0,45,Handstand Pokémon,95.0,1000000.0,1.4,50.0,Kapoererカポエラー,Hitmontop,100.0,237.0,35.0,110.0,70.0,fighting,,48.0,2.0,0.0,237.0,Hitmontop,455.0,50.0,95.0,95.0,70.0,2.0,0.0,35.0,110.0,Fighting,
